id,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],Country Name,Series Code,Series Name
115004,-2.892018955,0.007264818,-3.767668071,4.154559606,-0.526058399,6.32052327,2.943362911,-10.28297367,4.132439384,4.02054836,0.013243008,8.25046554,-0.006086606,3.161528301,4.351170355,1.282213517,6.75026533,3.299605711,2.520779069,-1.201473793,4.515612919,5.206694915,6.112721421,4.500371917,2.786442756,6.77050009,5.724000126,6.148001121,0.689783804,2.701145363,1.811494888,6.484405788,4.37414106,7.842010719,7.26579308,8.550678318,India,NY.ADJ.NNTY.PC.KD.ZG,Adjusted net national income per capita (annual % growth)
115005,240.407033,240.4244981,231.366101,240.9783436,239.7106568,254.8616246,262.3631272,235.3843959,245.1115134,254.9663403,255.0001055,276.0388014,276.022,284.7485136,297.1384065,300.9483553,321.2631678,331.8635857,340.2291335,336.1413696,351.3202127,369.6123843,392.2057597,409.8564776,421.2768937,449.7994462,475.5459671,504.7825385,508.2644467,521.9934082,531.4492921,565.9106208,590.6643496,636.9843112,683.2662732,741.6901743,India,NY.ADJ.NNTY.PC.KD,Adjusted net national income per capita (constant 2005 US$)
115006,113.0052194,131.7471468,148.5182971,140.9907996,143.1250435,165.8884821,184.0619043,195.6234611,234.8415088,236.5073604,236.4273179,255.0917854,241.5809865,258.5616181,271.9225889,298.3467508,308.6557761,301.4662827,319.9269321,261.3323034,275.0943763,264.2214631,305.9319441,328.9127111,346.5978242,370.5220175,371.1263593,399.3265528,396.8762915,403.7038395,424.2111375,489.6571641,560.6931085,636.9843112,710.4532668,916.4848134,India,NY.ADJ.NNTY.PC.CD,Adjusted net national income per capita (current US$)
115007,,,,7.396318941,8.759150361,8.739337465,10.79789742,8.765633526,5.41154205,8.633033277,8.424634066,7.780733387,8.987959909,9.86068403,10.69506129,10.21218422,10.50071835,11.35739093,12.08417448,10.27150436,11.67311576,10.52969569,13.34805518,14.72415057,9.510594963,14.71901762,13.77467168,17.9536834,15.3546397,16.58444413,16.34975289,17.67181031,21.74317293,22.33178852,23.21352133,24.8025217,India,NY.ADJ.SVNX.GN.ZS,"Adjusted net savings, excluding particulate emission damage (% of GNI)"
115008,,,,7389280092,9132066264,10779598785,15065074008,13662447531,10283619991,17000883108,17150524045,17209025582,19295376559,23214157516,26945222956,28788910035,31364098331,33821657336,38959900593,27808290729,33718175447,29519181412,43894759674,53385357143,37671647792,61761985270,58567491754,83180519021,72417574155,81221757896,85103839700,1.08478E+11,1.55813E+11,1.84978E+11,2.18618E+11,3.05965E+11,India,NY.ADJ.SVNX.CD,"Adjusted net savings, excluding particulate emission damage (current US$)"
115009,,,,,,,,,,,,,,,,,,,10.46533557,8.610402135,10.02490579,8.882761626,11.73255921,13.12574865,7.938080032,13.179552,12.27084838,16.47591433,13.90758599,15.11252788,14.85390201,16.28599224,20.36930955,20.96441809,21.85275985,23.40330196,India,NY.ADJ.SVNG.GN.ZS,"Adjusted net savings, including particulate emission damage (% of GNI)"
115010,,,,,,,,,,,,,,,,,,,33740694014,23311148724,28957267224,24902130087,38582239898,47590030830,31442886199,55302284260,52173498425,76333924041,65592788836,74013097499,77317627016,99971575551,1.45968E+11,1.73652E+11,2.05803E+11,2.88704E+11,India,NY.ADJ.SVNG.CD,"Adjusted net savings, including particulate emission damage (current US$)"
115011,0.443600492,0.407419704,0.399040903,0.485202966,0.520256367,0.566378583,0.546210458,0.559245015,0.531779355,0.610589824,0.673968053,0.707964226,0.791856781,0.825682957,0.855458128,0.849987313,0.90643919,1.043744686,1.055264364,1.406641303,1.45024219,1.605688818,1.502052163,1.496742897,1.538678011,1.557762074,1.615115657,1.62456313,1.710541146,1.728950446,1.704377281,1.560062209,1.462375296,1.382980638,1.352712988,1.150253822,India,NY.ADJ.DCO2.GN.ZS,Adjusted savings: carbon dioxide damage (% of GNI)
115012,320838224.7,352832051.2,402658712.4,484741213.4,542405989.5,698603745.4,762065118.9,871660405.5,1010546856,1202423979,1372036484,1565838832,1699960271,1943834137,2155248050,2396177718,2707400287,3108211679,3402217901,3808233820,4189071848,4501423488,4939462556,5426741174,6094732907,6536474154,6867188934,7526700859,8067479450,8467476718,8871635670,9576443039,10479466679,11455453175,12739474297,14189593221,India,NY.ADJ.DCO2.CD,Adjusted savings: carbon dioxide damage (current US$)
115013,7.216496939,6.914324742,7.479668641,8.051764766,8.006398616,7.687610707,8.098167616,8.970684869,8.866209459,9.048391948,9.51014885,9.301354025,9.602310311,10.05446856,10.23731118,10.07795472,9.936201009,10.10750473,9.873425139,10.38208425,10.49122657,9.834286129,9.798443007,10.03665228,10.06958766,10.06762256,9.734295211,9.36537856,9.701086945,10.1037129,10.27339916,10.24112155,9.935018186,9.918069516,9.825918909,9.759147049,India,NY.ADJ.DKAP.GN.ZS,Adjusted savings: consumption of fixed capital (% of GNI)
115014,5219399226,5987917027,7547481279,8044102149,8347266536,9482338835,11298449110,13982048300,16848567007,17818841753,19360370463,20572256033,20614265658,23670367718,25791963669,28410507044,29677968207,30099568067,31832349215,28107666322,30304250004,27569654889,32221945093,36389893203,39885828507,42244419566,41388518560,43390374662,45753543993,49482594440,53475163898,62865132322,71194919858,82152980149,92537768560,1.20389E+11,India,NY.ADJ.DKAP.CD,Adjusted savings: consumption of fixed capital (current US$)
115015,2.41,2.41834,2.561090784,2.20996,2.36357,2.47213,2.5097,2.62137,2.62216,2.56176,3.05105854,3.153436669,2.74223,2.90403,3.03869,2.90916,2.67993,3.27738,3.50177,3.43016,3.27999,3.19042,3.13535,3.14185,2.86551,2.85421,3.770376409,4.28962,4.097133333,3.904646667,3.71216,3.519673333,3.327186667,3.1347,3.08161,3.08161,India,NY.ADJ.AEDU.GN.ZS,Adjusted savings: education expenditure (% of GNI)
115016,1743055147,2094321543,2584310304,2207856849,2464197664,3049266567,3501498002,4085766303,4982922935,5044829657,6211219673,6974608897,5887026755,6836707235,7655699890,8201139317,8004555993,9759849247,11289857769,9286554641,9474358052,8944093877,10310523364,11391406491,11350339688,11976456617,16030980221,19874073191,19323439866,19122875856,19322559292,21605517395,23842813738,25965229065,29021745001,38014907267,India,NY.ADJ.AEDU.CD,Adjusted savings: education expenditure (current US$)
115017,0.210340679,0.245336142,0.669788111,1.119286116,1.161905258,1.119555764,0.972124797,1.523059561,1.518566773,2.285003043,2.562772388,2.213703476,2.370903761,2.233114135,1.170677494,1.117745395,1.031714851,1.393509087,1.574802069,1.546289373,1.273914977,1.094983935,1.041834429,1.302324199,1.343344095,1.226075114,0.760920556,0.772289738,1.433261899,1.467171265,1.14663913,1.317745162,1.965627023,1.994882595,2.049102028,1.883941164,India,NY.ADJ.DNGY.GN.ZS,Adjusted savings: energy depletion (% of GNI)
115018,152130872.6,212465066.1,675860585.3,1118220926,1211372721,1380924127,1356294791,2373898165,2885751138,4499816970,5217186779,4896155396,5089862585,5257227909,2949414241,3151007751,3081580226,4149789957,5077229908,4186306398,3679744943,3069702141,3426047561,4721837240,5321011546,5144693424,3235300952,3578065839,6759738546,7185421975,5968493432,8088979667,14085797909,16523936431,19297872388,23240399876,India,NY.ADJ.DNGY.CD,Adjusted savings: energy depletion (current US$)
115019,,,,17.85895607,19.48418064,19.15439435,20.79474737,20.97660552,16.94265978,20.79900057,21.099723,19.06634086,20.9798817,21.92477266,22.28112627,21.75975497,22.56042917,22.93647558,23.41626348,22.6906062,23.77321518,22.13093035,24.40908466,26.37132479,23.03122296,25.96274623,23.65687224,26.94194848,25.26238842,27.07286003,26.59318227,28.46279646,32.97976599,33.90148857,35.23726113,36.75828074,India,NY.ADJ.ICTR.GN.ZS,Adjusted savings: gross savings (% of GNI)
115020,0.136661228,0.117416447,0.147803735,0.204132534,0.292720982,0.240700236,0.161440382,0.179180239,0.181845311,0.178400629,0.216089639,0.156868071,0.15895636,0.155890501,0.148947949,0.118680155,0.158523494,0.201379296,0.190566534,0.228251193,0.191012528,0.165680277,0.120071578,0.119360399,0.130671845,0.132612084,0.220146637,0.165528846,0.191676088,0.211127764,0.208747188,0.219236672,0.286107575,0.621264618,0.764546507,1.240935051,India,NY.ADJ.DMIN.GN.ZS,Adjusted savings: mineral depletion (% of GNI)
115021,98841517.58,101684541.4,149143762.8,203938267.2,305183412.8,296893440.8,225239341.1,279277089.4,345562883.1,351321272.2,439906411.7,346952724.1,341247941.7,366999554.1,375260655.3,334568220.4,473486316.6,599695967.3,614394740.4,617949941.6,551745913.4,464471746.2,394852507.9,432765035,517593668.2,556449198.2,936024948.5,766905319,904008012.4,1033991131,1086572215,1345784473,2050263575,5146035704,7200286141,15308241765,India,NY.ADJ.DMIN.CD,Adjusted savings: mineral depletion (current US$)
115022,2.036956213,2.691025499,3.032148092,4.135629402,4.561945294,4.633197597,3.862171881,5.302412113,4.75528892,5.068745524,5.542030568,4.429725896,4.3399847,4.087967107,3.531985669,3.528788722,3.897000613,3.705215235,3.905169505,4.060536278,3.438620653,3.351679718,2.895884315,3.255629041,4.777872328,2.472553977,2.303166103,2.287943386,2.593253955,2.560399219,1.977812939,2.50947572,3.166386243,3.403349901,3.9267179,4.127968175,India,NY.ADJ.DRES.GN.ZS,Adjusted savings: natural resources depletion (% of GNI)
115023,1.689954306,2.32827291,2.214556246,2.812210752,3.107319055,3.272941597,2.728606702,3.600172312,3.054876836,2.605341852,2.763168541,2.059154349,1.810124579,1.698962471,2.212360226,2.292363172,2.706762268,2.110326853,2.139800901,2.285995712,1.973693149,2.091015506,1.733978308,1.833944443,3.303856387,1.113866779,1.32209891,1.350124802,0.968315968,0.88210019,0.622426621,0.972493886,0.914651645,0.787202688,1.113069365,1.003091959,India,NY.ADJ.DFOR.GN.ZS,Adjusted savings: net forest depletion (% of GNI)
115024,1222275333,2016321987,2234633994,2809534457,3239611417,4037033403,3806913541,5611364561,5805220066,5130654644,5625145037,4554331591,3885980324,3999720740,5573838047,6462342991,8084700023,6284432061,6898810554,6188931155,5701077010,5861999043,5702146125,6649332920,13086638078,4673859721,5621333038,6255211217,4566899307,4320056042,3239859081,5969654449,6554447041,6520527676,10482577384,12374196544,India,NY.ADJ.DFOR.CD,Adjusted savings: net forest depletion (current US$)
115025,,,,9.807191309,11.47778202,11.46678364,12.69657976,12.00592065,8.076450325,11.75060863,11.58957415,9.76498684,11.37757139,11.87030409,12.04381509,11.68180026,12.62422816,12.82897085,13.54283835,12.30852195,13.2819886,12.29664423,14.61064165,16.33467251,12.9616353,15.89512367,13.92257703,17.57656992,15.56130147,16.96914713,16.31978311,18.2216749,23.0447478,23.98341906,25.41134222,26.99913369,India,NY.ADJ.NNAT.GN.ZS,Adjusted savings: net national savings (% of GNI)
115026,,,,9797858107,11966442140,14143786934,17714088798,18712881449,15347778000,23140270316,23593579084,21597695229,24425400926,27945232621,30343284059,32931867399,37706709191,38203937752,43662695927,33323157402,38365457108,34472683953,48046745059,59224627020,51341284302,66697005150,59196359407,81433329064,73392259605,83105827906,84947840807,1.11854E+11,1.6514E+11,1.98659E+11,2.39317E+11,3.33063E+11,India,NY.ADJ.NNAT.CD,Adjusted savings: net national savings (current US$)
115027,,,,,,,,,,,,,,,,,,,1.618838908,1.66110223,1.648209966,1.646934065,1.615495964,1.598401917,1.572514931,1.539465621,1.503823302,1.477769075,1.447053714,1.471916254,1.495850878,1.385818072,1.37386338,1.367370425,1.360761476,1.399219741,India,NY.ADJ.DPEM.GN.ZS,Adjusted savings: particulate emission damage (% of GNI)
115028,,,,,,,,,,,,,,,,,,,5219206580,4497142005,4760908223,4617051325,5312519775,5795326313,6228761592,6459701010,6393993329,6846594980,6824785319,7208660397,7786212684,8506845275,9845185124,11326151246,12815272718,17260850235,India,NY.ADJ.DPEM.CD,Adjusted savings: particulate emission damage (current US$)
115029,114.692,114.7598,114.8276,114.8954,114.9632,115.031,114.6814,114.3318,113.9822,113.6326,113.283,113.213,113.143,113.073,113.003,112.933,111.1646,109.3962,107.6278,105.8594,104.091,101.0348,97.9786,94.9224,91.8662,88.81,85.4928,82.1756,78.8584,75.5412,72.224,67.8926,63.5612,59.2298,54.8984,50.567,India,SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)"
115030,78.97591343,78.4532954,77.93801708,77.43869527,76.96634733,76.5218069,76.09091927,75.65396599,75.19880398,74.71818278,74.21905667,73.7191818,73.24122716,72.79628414,72.38833033,72.00115277,71.60212251,71.1507721,70.62153099,70.01004753,69.32897259,68.59224819,67.81915569,67.02404354,66.2102718,65.37762865,64.53185727,63.67860033,62.82233222,61.96867474,61.11976924,60.27267318,59.42243882,58.56734988,57.7089487,56.85404737,India,SP.POP.DPND,Age dependency ratio (% of working-age population)
115031,6.037977863,6.092800049,6.146437201,6.194628362,6.23700114,6.275258026,6.309994944,6.34222426,6.372715028,6.401609411,6.428886742,6.454973436,6.480341356,6.505427525,6.530772953,6.556709784,6.583251438,6.610301684,6.638000018,6.66633678,6.695999671,6.728565121,6.765920031,6.809252579,6.858569587,6.913238826,6.972878029,7.036915127,7.104721462,7.176516549,7.251779648,7.328424699,7.403936781,7.476821268,7.548634192,7.62073511,India,SP.POP.DPND.OL,"Age dependency ratio, old (% of working-age population)"
115032,72.93793557,72.36049535,71.79157988,71.24406691,70.72934619,70.24654888,69.78092433,69.31174173,68.82608895,68.31657337,67.79016993,67.26420836,66.76088581,66.29085662,65.85755738,65.44444299,65.01887107,64.54047042,63.98353097,63.34371075,62.63297292,61.86368307,61.05323566,60.21479096,59.35170222,58.46438982,57.55897924,56.6416852,55.71761076,54.79215819,53.86798959,52.94424848,52.01850204,51.09052861,50.16031451,49.23331226,India,SP.POP.DPND.YG,"Age dependency ratio, young (% of working-age population)"
115033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22819759,31.61683432,29.87704441,31.62930427,32.91819102,33.56670167,34.33717844,India,AG.LND.IRIG.AG.ZS,Agricultural irrigated land (% of total agricultural land)
115034,59.94235148,60.28541735,60.54439844,60.82961398,60.81346971,60.80640659,60.87670146,60.72837592,60.66043542,60.69541469,60.78488089,60.70214147,60.90428126,60.86022084,60.95372311,61.09599454,60.93118839,60.97289443,60.8908277,60.92446161,60.85719379,60.89015502,60.88746431,60.80337954,60.83734978,60.82894131,60.89351841,60.86055718,61.40643551,60.66548051,60.5534796,60.64496383,60.56895119,60.4932749,60.53195389,60.44316038,India,AG.LND.AGRI.ZS,Agricultural land (% of land area)
115035,1782200,1792400,1800100,1808580,1808100,1807890,1809980,1805570,1803550,1804590,1807250,1804790,1810800,1809490,1812270,1816500,1811600,1812840,1810400,1811400,1809400,1810380,1810300,1807800,1808810,1808560,1810480,1809500,1825730,1803700,1800370,1803090,1800830,1798580,1799730,1797090,India,AG.LND.AGRI.K2,Agricultural land (sq. km)
115036,170000,184293,203351,227668,250884,294313,334138,378714,382869,417769,461567,502581,553555,607773,648932,697568,750935,925365,988070,1063012,1136160,1195013,1257630,1354864,1502000,1650000,1797000,1944000,2091000,,,,,,,,India,AG.AGR.TRAC.NO,"Agricultural machinery, tractors"
115037,10.5945407,11.40921191,12.53473464,13.96650512,15.37383034,18.02725714,20.41971461,23.17384946,23.49538216,25.64715055,28.28662479,30.88624631,33.90260782,37.23757008,39.75081164,42.72481166,46.12339537,56.77608369,60.6967344,65.48059628,70.14632339,73.74939057,77.63627384,83.76284389,93.00252011,102.1557969,111.2459296,120.7438417,128.5053191,,,,,,,,India,AG.LND.TRAC.ZS,"Agricultural machinery, tractors per 100 sq. km of arable land"
115038,,,,,,,,,,,,,,,,,,,71.44037795,,,,,,,,,,66.95216429,,,,,64.31706621,,,India,EN.ATM.METH.AG.ZS,Agricultural methane emissions (% of total)
115039,,,,,,,,,,,,,,,,,,,366945.5,,,,,,,,,,375974.9,,,,,375929.2,,,India,EN.ATM.METH.AG.KT.CE,Agricultural methane emissions (thousand metric tons of CO2 equivalent)
115040,,,,,,,,,,,,,,,,,,,75.97339073,,,,,,,,,,75.12435093,,,,,74.00723697,,,India,EN.ATM.NOXE.AG.ZS,Agricultural nitrous oxide emissions (% of total)
115041,,,,,,,,,,,,,,,,,,,121149.6,,,,,,,,,,149870,,,,,156298.4,,,India,EN.ATM.NOXE.AG.KT.CE,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)
115042,5.826782631,5.07891775,5.959476056,3.978774927,4.175673414,3.032555779,2.853656617,3.681184633,4.99806594,4.119368054,3.437193435,3.521329859,2.678959429,2.838065918,3.504372219,2.789864176,1.974008225,2.140529509,4.05073167,2.007675519,1.595791889,1.971955088,1.192329034,1.294169639,2.53330323,2.004066084,1.656051057,1.418164643,1.258907331,1.139473046,1.062797391,1.079833355,1.203886488,1.267858549,1.717894269,1.983005667,India,TX.VAL.AGRI.ZS.UN,Agricultural raw materials exports (% of merchandise exports)
115043,8.665130818,4.890866767,1.942384026,2.542802904,3.003358344,8.798452376,5.441364065,3.493392765,1.741334868,2.521702284,,2.903893688,3.076247866,3.422505143,3.618060895,4.023251744,4.525851677,3.917145797,3.990510395,3.119578898,3.724381989,3.415865304,4.413485798,4.022419934,3.184360855,3.591948884,3.288471402,3.442591551,3.491979322,4.026226954,3.317816503,3.291205219,2.836810025,2.149814351,1.793607656,1.870574638,India,TM.VAL.AGRI.ZS.UN,Agricultural raw materials imports (% of merchandise imports)
115044,,,,,,,,,386.7692511,397.8561107,390.1023088,422.478523,422.1362587,416.569627,408.1524724,395.2240936,449.7754437,447.9984313,458.813776,442.6963056,464.7632184,472.7970335,487.4996103,478.3663383,519.6000001,500.379596,525.8389384,533.7665341,527.8850226,552.70172,510.0446673,549.7683041,544.5927111,564.847495,580.1633834,608.8239703,India,EA.PRD.AGRI.KD,Agriculture value added per worker (constant 2005 US$)
115045,40.27729047,43.30957251,40.30983872,37.61798377,35.75331226,37.09042616,35.46784067,33.62535002,35.38941799,34.0687992,32.8793374,33.54485061,32.21043288,30.8926173,29.73839588,29.1824395,30.19921335,28.97085052,29.02333395,29.38952435,28.73564928,28.67697144,28.27199437,26.25640452,27.12742197,25.88700833,25.79098082,24.50227807,23.02185278,22.92230619,20.69574147,20.7427547,19.02855235,18.81054342,18.28822509,18.2562719,India,NV.AGR.TOTL.ZS,"Agriculture, value added (% of GDP)"
115046,-5.018479761,7.201906548,-1.523356925,12.88978365,-5.77818282,10.03625382,2.302506766,-12.77469046,12.88822533,4.601673301,-0.280834935,10.12097408,1.585092367,0.314273271,-0.409484449,-1.587796598,15.63964748,1.189154743,4.015095805,-1.952488235,6.651006783,3.322706831,4.715980135,-0.695377068,9.92029924,-2.553727839,6.320454459,2.669127344,-0.007618146,6.00708957,-6.604234507,9.048581158,0.183532766,5.13950618,4.155347384,5.79628224,India,NV.AGR.TOTL.KD.ZG,"Agriculture, value added (annual % growth)"
115047,55486936420,59483053727,58576914509,66127352060,62306392764,68559620487,70138210388,61178271115,69063064549,72241121152,72038242846,79329214735,80586656062,80839918383,80508891488,79230574048,91621956524,92711483366,96433938245,94551076946,1.0084E+11,1.0419E+11,1.09104E+11,1.08345E+11,1.19093E+11,1.16052E+11,1.23387E+11,1.2668E+11,1.26671E+11,1.3428E+11,1.25412E+11,1.3676E+11,1.37011E+11,1.44052E+11,1.50038E+11,1.58735E+11,India,NV.AGR.TOTL.KD,"Agriculture, value added (constant 2005 US$)"
115048,2.28988E+12,2.45479E+12,2.4174E+12,2.72899E+12,2.57131E+12,2.82937E+12,2.89452E+12,2.52475E+12,2.85015E+12,2.9813E+12,2.97293E+12,3.27382E+12,3.32571E+12,3.33616E+12,3.3225E+12,3.26975E+12,3.78113E+12,3.82609E+12,3.97971E+12,3.90201E+12,4.16153E+12,4.29981E+12,4.50258E+12,4.47127E+12,4.91484E+12,4.78933E+12,5.09203E+12,5.22795E+12,5.22755E+12,5.54157E+12,5.17559E+12,5.64391E+12,5.65427E+12,5.94487E+12,6.1919E+12,6.5508E+12,India,NV.AGR.TOTL.KN,"Agriculture, value added (constant LCU)"
115049,2.09213E+11,2.757E+11,3.02041E+11,2.99371E+11,3.05851E+11,3.62124E+11,3.72165E+11,3.85011E+11,4.84262E+11,5.45828E+11,5.8849E+11,7.02283E+11,7.57309E+11,8.11602E+11,8.7111E+11,9.69055E+11,1.19678E+12,1.32264E+12,1.5435E+12,1.80313E+12,2.02219E+12,2.34566E+12,2.70107E+12,2.93701E+12,3.53142E+12,3.74744E+12,4.30384E+12,4.55302E+12,4.60608E+12,4.9862E+12,4.8508E+12,5.44667E+12,5.65427E+12,6.37772E+12,7.22984E+12,8.36518E+12,India,NV.AGR.TOTL.CN,"Agriculture, value added (current LCU)"
115050,27063040098,35062892773,37870760127,34595680972,34217902749,42291881956,45351889712,47670975325,61355234546,61126971290,61120639118,68102920157,63709898835,66321323051,68127289642,74723744831,82669529578,79378413862,85996060617,73541310579,76565401410,74787631337,86027381564,87770708011,99474166416,1.00851E+11,1.02321E+11,1.05068E+11,1.00821E+11,1.04547E+11,1.00211E+11,1.18528E+11,1.25841E+11,1.44052E+11,1.59777E+11,2.07775E+11,India,NV.AGR.TOTL.CD,"Agriculture, value added (current US$)"
115051,131.1000061,176.5,144.6999969,211.3000031,250.6999969,275.8999939,297.7000122,297.6000061,366,411.3999939,409.8999939,461.6000061,545.5,489.7000122,539.7000122,645.2000122,646.2999878,680.5999756,662.9000244,493.1000061,429.3999939,372.3999939,563.5999756,653.9000244,565,528,531.2999878,531.2000122,547.652,515.37,546.34,579.85,708.475,774.04,842.55,967.684,India,IS.AIR.GOOD.MT.K1,"Air transport, freight (million ton-km)"
115052,3285800,3391600,3037300,3839900,4534000,5147500,6099600,6546800,6603100,7574500,8391700,9164800,10125700,10993800,11785200,12668600,12863100,12740100,10862200,10717400,11127100,9441600,11518400,14260600,13394600,16039800,16521000,16005400,17299483,16862737,17633019,19455085,23934074,27879461,40288794,51897450,India,IS.AIR.PSGR,"Air transport, passengers carried"
115053,96600,94300,69000,90600,94700,99000,105300,100100,100000,104600,106500,113500,120400,139900,151000,159500,157600,156300,125800,117500,120300,105300,130100,168400,151300,182500,196100,180500,198426,206690,231413,263870,302790,330484,453921,569033,India,IS.AIR.DPRT,"Air transport, registered carrier departures worldwide"
115054,1.645378338,1.894897119,1.734633433,1.996909596,2.077203748,2.030181235,2.502447464,2.331938315,2.332866022,2.338378845,2.086881149,2.249737148,2.354619607,2.232325856,2.247685404,1.964288107,2.244022761,2.157650535,2.454106177,2.341229425,2.272263879,2.138133782,2.36859372,2.183278754,2.116355315,2.222824945,2.457008812,2.3575898,2.403610497,2.507107354,2.269864241,2.344060601,2.344415817,2.576193116,2.756919073,2.641427152,India,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use)
115055,,,,,,93,,,,,93.93,,,,,94.09,,,,,92,,,,,92,,,,,91.48,,,,,91.48,India,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)"
115056,,,,,,3,,,,,3.206,,,,,3.691,,,,,5,,,,,5,,,,,6.881,,,,,6.881,India,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)"
